id,provinsi,klasifikasi_wilayah,jenis_kelamin,usia,pendidikan_terakhir,status_pekerjaan,status_pernikahan,jumlah_tanggungan,pendapatan_bulanan,total_pengeluaran,pengeluaran_makanan_pokok,pengeluaran_lauk_pauk,pengeluaran_sayur_buah,pengeluaran_jajan_makan_luar,pengeluaran_rokok_tembakau,pengeluaran_perumahan_listrik,pengeluaran_pakaian,pengeluaran_kesehatan,pengeluaran_pendidikan,pengeluaran_transportasi,pengeluaran_komunikasi,pengeluaran_hiburan_rekreasi,cicilan_hutang,tabungan_bulanan,rasio_tabungan_persen,skor_literasi_keuangan
1378,Bali,Perkotaan,Laki-laki,24.0,SMA/SMK,Buruh/Pekerja Harian,Belum Menikah,0.0,,2894000,268000.0,388000.0,183000.0,250000.0,44000.0,416000.0,,195000.0,0.0,291000.0,153000.0,108000.0,161000.0,,,77.0
1116,Jawa Tengah,Perdesaan,Laki-laki,,Diploma,Pelajar/Mahasiswa,Belum Menikah,0.0,500000.0,389000,65000.0,84000.0,34000.0,53000.0,24000.0,41000.0,6000.0,8000.0,0.0,16000.0,9000.0,6000.0,83000.0,111000.0,22.2,50.8
1167,Bali,Perkotaan,Perempuan,,,Buruh/Pekerja Harian,Menikah,2.0,3800000.0,3445000,437000.0,462000.0,266000.0,247000.0,20000.0,550000.0,119000.0,214000.0,172000.0,263000.0,154000.0,154000.0,0.0,355000.0,9.4,65.7
471,Kalimantan Timur,Perkotaan,Perempuan,57.0,SD,Karyawan Swasta,Belum Menikah,0.0,6400000.0,5244000,395000.0,479000.0,221000.0,294000.0,45000.0,817000.0,343000.0,345000.0,0.0,440000.0,218000.0,,844000.0,1156000.0,18.1,26.4
972,Bali,Perkotaan,Laki-laki,27.0,SMP,Karyawan Swasta,Menikah,0.0,4250000.0,2840000,255000.0,383000.0,212000.0,285000.0,131000.0,514000.0,86000.0,102000.0,0.0,265000.0,115000.0,80000.0,0.0,1410000.0,33.2,55.7
654,DI Yogyakarta,Perdesaan,Laki-laki,29.0,SMA/SMK,Karyawan Swasta,Menikah,0.0,3850000.0,3051000,253000.0,301000.0,162000.0,186000.0,81000.0,389000.0,105000.0,168000.0,0.0,303000.0,98000.0,133000.0,556000.0,799000.0,20.8,53.8
400,Jawa Timur,Perkotaan,Perempuan,25.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,3.0,3500000.0,2791000,238000.0,320000.0,135000.0,205000.0,125000.0,384000.0,153000.0,204000.0,89000.0,291000.0,107000.0,56000.0,0.0,709000.0,20.3,51.8
512,DKI Jakarta,Perkotaan,Laki-laki,26.0,SMA/SMK,Buruh/Pekerja Harian,Belum Menikah,0.0,2850000.0,2170000,305000.0,402000.0,,173000.0,122000.0,214000.0,100000.0,71000.0,,141000.0,56000.0,39000.0,538000.0,680000.0,23.9,64.1
321,Jawa Barat,Perdesaan,Laki-laki,29.0,Sarjana (S1),Wiraswasta,Menikah,3.0,4800000.0,3554000,315000.0,411000.0,179000.0,359000.0,,610000.0,,135000.0,193000.0,412000.0,147000.0,163000.0,0.0,1246000.0,,54.5
20,Jawa Barat,Perdesaan,Perempuan,57.0,SD,Tidak Bekerja,Menikah,4.0,650000.0,586000,103000.0,91000.0,37000.0,74000.0,35000.0,79000.0,13000.0,21000.0,20000.0,45000.0,21000.0,20000.0,0.0,64000.0,9.8,57.4
685,Jawa Tengah,Perkotaan,Perempuan,41.0,Pascasarjana (S2/S3),Wiraswasta,Menikah,2.0,11550000.0,9485000,909000.0,,442000.0,693000.0,243000.0,1697000.0,461000.0,323000.0,426000.0,941000.0,576000.0,313000.0,797000.0,2065000.0,17.9,58.9
36,Jawa Barat,Perdesaan,Perempuan,55.0,SD,Tidak Bekerja,Menikah,3.0,500000.0,361000,51000.0,63000.0,24000.0,34000.0,20000.0,56000.0,12000.0,10000.0,12000.0,16000.0,15000.0,6000.0,27000.0,139000.0,27.7,55.8
903,Jawa Tengah,Perdesaan,Laki-laki,56.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,2.0,1050000.0,957000,159000.0,204000.0,68000.0,,65000.0,89000.0,35000.0,20000.0,50000.0,52000.0,19000.0,33000.0,0.0,93000.0,8.9,51.5
276,Jawa Tengah,Perdesaan,Laki-laki,55.0,SMA/SMK,Wiraswasta,Menikah,3.0,5900000.0,5276000,,630000.0,198000.0,352000.0,114000.0,1103000.0,254000.0,383000.0,327000.0,496000.0,186000.0,287000.0,0.0,574000.0,9.8,38.5
828,Jawa Tengah,Perkotaan,Laki-laki,39.0,Sarjana (S1),Karyawan Swasta,Menikah,1.0,4250000.0,3238000,310000.0,370000.0,179000.0,346000.0,125000.0,629000.0,,,122000.0,221000.0,191000.0,172000.0,744000.0,1012000.0,23.8,79.8
1079,DKI Jakarta,Perkotaan,Perempuan,66.0,Sarjana (S1),Karyawan Swasta,Belum Menikah,0.0,10500000.0,9201000,,1022000.0,542000.0,830000.0,,1869000.0,351000.0,396000.0,0.0,830000.0,391000.0,312000.0,,1349000.0,12.8,88.4
408,Sulawesi Selatan,Perkotaan,Laki-laki,61.0,SMA/SMK,Wiraswasta,Menikah,2.0,7700000.0,5559000,598000.0,637000.0,339000.0,487000.0,262000.0,1039000.0,328000.0,364000.0,471000.0,609000.0,245000.0,160000.0,0.0,2141000.0,27.8,62.8
921,Jawa Barat,Perdesaan,Laki-laki,33.0,Sarjana (S1),Pelajar/Mahasiswa,Belum Menikah,0.0,1500000.0,1010000,129000.0,171000.0,105000.0,130000.0,38000.0,130000.0,,45000.0,0.0,52000.0,28000.0,16000.0,54000.0,490000.0,32.7,70.7
538,Jawa Barat,Perkotaan,Perempuan,26.0,Tidak Sekolah,Karyawan Swasta,Belum Menikah,0.0,1600000.0,1251000,161000.0,159000.0,69000.0,113000.0,71000.0,168000.0,52000.0,43000.0,,96000.0,35000.0,21000.0,0.0,349000.0,21.8,51.3
759,Sulawesi Selatan,Perkotaan,Perempuan,27.0,Sarjana (S1),Karyawan Swasta,Menikah,2.0,3850000.0,2796000,278000.0,429000.0,182000.0,,29000.0,,92000.0,143000.0,142000.0,291000.0,136000.0,111000.0,0.0,,27.4,67.9
1706,DKI Jakarta,Perkotaan,Laki-laki,17.0,SMA/SMK,Tidak Bekerja,Belum Menikah,0.0,1550000.0,1205000,123000.0,180000.0,74000.0,177000.0,45000.0,145000.0,34000.0,32000.0,0.0,67000.0,52000.0,55000.0,0.0,345000.0,22.2,58.9
1371,Banten,Perkotaan,Laki-laki,42.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,13650000.0,10898000,641000.0,797000.0,448000.0,891000.0,340000.0,1573000.0,432000.0,709000.0,0.0,,763000.0,,547000.0,2752000.0,,52.6
1063,DI Yogyakarta,Perdesaan,Laki-laki,30.0,Sarjana (S1),Buruh/Pekerja Harian,Cerai/Janda/Duda,1.0,1050000.0,688000,123000.0,118000.0,55000.0,120000.0,,77000.0,16000.0,23000.0,38000.0,42000.0,17000.0,9000.0,,362000.0,34.5,58.1
1200,Banten,Perkotaan,Laki-laki,36.0,SMP,Karyawan Swasta,Belum Menikah,0.0,2650000.0,1817000,231000.0,,138000.0,235000.0,63000.0,222000.0,69000.0,62000.0,0.0,175000.0,81000.0,59000.0,290000.0,833000.0,31.4,58.4
246,Jawa Tengah,Perdesaan,Laki-laki,18.0,SMA/SMK,Wiraswasta,Menikah,1.0,4550000.0,3973000,382000.0,487000.0,234000.0,270000.0,102000.0,819000.0,178000.0,292000.0,,284000.0,172000.0,240000.0,0.0,,12.7,47.8
1417,Banten,Perkotaan,Laki-laki,34.0,SD,Tidak Bekerja,Menikah,2.0,850000.0,611000,94000.0,120000.0,62000.0,62000.0,32000.0,72000.0,18000.0,15000.0,24000.0,35000.0,17000.0,14000.0,0.0,239000.0,,35.0
1128,Jawa Barat,Perkotaan,Perempuan,64.0,SMP,Karyawan Swasta,Menikah,3.0,5050000.0,3754000,400000.0,532000.0,,,129000.0,591000.0,169000.0,186000.0,147000.0,297000.0,161000.0,178000.0,431000.0,1296000.0,25.7,40.1
785,DKI Jakarta,Perdesaan,Perempuan,21.0,Sarjana (S1),Wiraswasta,Belum Menikah,0.0,16450000.0,14926000,1136000.0,1595000.0,767000.0,949000.0,574000.0,2283000.0,839000.0,912000.0,,1504000.0,561000.0,,0.0,1524000.0,9.3,56.0
1974,Kalimantan Timur,Perdesaan,Laki-laki,36.0,SMP,Karyawan Swasta,Belum Menikah,0.0,4300000.0,2841000,274000.0,373000.0,190000.0,339000.0,141000.0,544000.0,120000.0,,0.0,202000.0,87000.0,55000.0,0.0,1459000.0,33.9,43.4
490,Banten,Perdesaan,Perempuan,38.0,Diploma,Karyawan Swasta,Menikah,4.0,5950000.0,3963000,454000.0,463000.0,312000.0,478000.0,23000.0,481000.0,176000.0,163000.0,118000.0,340000.0,153000.0,82000.0,1089000.0,,33.4,51.2
155,Jawa Barat,Perkotaan,Perempuan,40.0,Sarjana (S1),PNS/ASN,Belum Menikah,0.0,7900000.0,6359000,389000.0,412000.0,239000.0,247000.0,154000.0,1164000.0,246000.0,431000.0,,661000.0,467000.0,322000.0,0.0,1541000.0,19.5,57.4
1663,Jawa Barat,Perdesaan,Laki-laki,51.0,SD,Buruh/Pekerja Harian,Menikah,2.0,1900000.0,1662000,215000.0,266000.0,113000.0,147000.0,102000.0,227000.0,54000.0,81000.0,,,76000.0,28000.0,182000.0,238000.0,12.5,51.0
962,Jawa Barat,Perkotaan,Laki-laki,40.0,Diploma,Buruh/Pekerja Harian,Belum Menikah,0.0,3200000.0,2322000,221000.0,295000.0,156000.0,163000.0,76000.0,355000.0,139000.0,100000.0,0.0,142000.0,107000.0,57000.0,0.0,878000.0,27.4,65.4
1687,Jawa Barat,Perdesaan,Perempuan,36.0,Diploma,Karyawan Swasta,Menikah,2.0,5300000.0,3605000,404000.0,387000.0,170000.0,249000.0,1000.0,638000.0,136000.0,129000.0,,320000.0,160000.0,119000.0,0.0,1695000.0,32.0,72.7
854,DI Yogyakarta,Perdesaan,Laki-laki,42.0,SMA/SMK,Karyawan Swasta,Menikah,3.0,2200000.0,1975000,293000.0,299000.0,162000.0,322000.0,129000.0,262000.0,,57000.0,66000.0,173000.0,50000.0,38000.0,0.0,225000.0,10.2,58.8
1312,Nusa Tenggara Barat,Perkotaan,Laki-laki,17.0,Sarjana (S1),Karyawan Swasta,Belum Menikah,0.0,10250000.0,7697000,463000.0,542000.0,301000.0,382000.0,,1578000.0,348000.0,393000.0,0.0,670000.0,302000.0,420000.0,,2553000.0,,61.8
626,Jawa Barat,Perkotaan,Perempuan,26.0,Diploma,Buruh/Pekerja Harian,Menikah,3.0,4100000.0,3324000,346000.0,372000.0,219000.0,382000.0,76000.0,527000.0,150000.0,224000.0,234000.0,213000.0,157000.0,64000.0,269000.0,776000.0,18.9,64.6
686,Nusa Tenggara Barat,Perkotaan,Laki-laki,50.0,SMA/SMK,Buruh/Pekerja Harian,Belum Menikah,0.0,1800000.0,1209000,201000.0,206000.0,,204000.0,82000.0,155000.0,29000.0,44000.0,0.0,,39000.0,36000.0,0.0,591000.0,32.8,59.4
1773,Bali,Perdesaan,Perempuan,46.0,SD,Wiraswasta,Menikah,2.0,3600000.0,2864000,281000.0,461000.0,154000.0,381000.0,156000.0,505000.0,128000.0,,,222000.0,97000.0,76000.0,451000.0,736000.0,20.5,61.2
570,DI Yogyakarta,Perdesaan,Perempuan,17.0,Diploma,Buruh/Pekerja Harian,Menikah,3.0,2150000.0,1875000,253000.0,270000.0,142000.0,204000.0,83000.0,239000.0,81000.0,86000.0,104000.0,107000.0,87000.0,78000.0,142000.0,,12.8,53.6
566,Kalimantan Timur,Perkotaan,Laki-laki,42.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,2750000.0,2233000,297000.0,365000.0,144000.0,196000.0,106000.0,352000.0,68000.0,84000.0,0.0,161000.0,82000.0,82000.0,0.0,517000.0,18.8,45.3
1759,DKI Jakarta,Perdesaan,Perempuan,39.0,SD,Wiraswasta,Menikah,2.0,4100000.0,3690000,329000.0,457000.0,203000.0,276000.0,33000.0,769000.0,175000.0,207000.0,287000.0,242000.0,192000.0,93000.0,116000.0,410000.0,10.0,45.7
18,Sumatera Utara,Perkotaan,Laki-laki,32.0,Sarjana (S1),Karyawan Swasta,Menikah,0.0,4600000.0,3136000,304000.0,372000.0,168000.0,337000.0,52000.0,483000.0,186000.0,131000.0,0.0,391000.0,101000.0,195000.0,0.0,1464000.0,31.8,69.1
128,Jawa Timur,Perkotaan,Laki-laki,37.0,Diploma,Karyawan Swasta,,2.0,8750000.0,5711000,448000.0,499000.0,274000.0,449000.0,166000.0,1109000.0,271000.0,429000.0,387000.0,481000.0,377000.0,373000.0,0.0,3039000.0,34.7,
1347,Jawa Barat,Perkotaan,Perempuan,43.0,Sarjana (S1),Wiraswasta,Menikah,0.0,9000000.0,6490000,426000.0,572000.0,254000.0,513000.0,,1520000.0,258000.0,,0.0,692000.0,226000.0,384000.0,879000.0,2510000.0,27.9,53.6
1280,Sumatera Utara,Perdesaan,Laki-laki,43.0,SMA/SMK,Buruh/Pekerja Harian,Cerai/Janda/Duda,0.0,2200000.0,1798000,199000.0,317000.0,159000.0,254000.0,90000.0,215000.0,81000.0,85000.0,0.0,128000.0,79000.0,,248000.0,402000.0,18.3,56.8
530,Jawa Barat,Perkotaan,Laki-laki,36.0,Diploma,Karyawan Swasta,Menikah,0.0,5800000.0,5093000,515000.0,585000.0,263000.0,445000.0,10000.0,1040000.0,311000.0,195000.0,0.0,349000.0,178000.0,,984000.0,707000.0,12.2,56.4
928,Kalimantan Timur,Perkotaan,Perempuan,53.0,SMP,,Menikah,,4050000.0,2970000,287000.0,,193000.0,322000.0,90000.0,582000.0,141000.0,193000.0,103000.0,,110000.0,66000.0,420000.0,1080000.0,26.7,60.2
981,DKI Jakarta,Perkotaan,Perempuan,62.0,SMA/SMK,Karyawan Swasta,Menikah,3.0,7350000.0,5111000,488000.0,525000.0,242000.0,418000.0,131000.0,724000.0,190000.0,323000.0,452000.0,409000.0,261000.0,148000.0,989000.0,2239000.0,,65.8
253,Jawa Timur,Perkotaan,Perempuan,17.0,Sarjana (S1),Karyawan Swasta,Menikah,2.0,4600000.0,3421000,275000.0,387000.0,,231000.0,118000.0,459000.0,170000.0,121000.0,,390000.0,,193000.0,891000.0,1179000.0,25.6,74.5
191,DI Yogyakarta,Perkotaan,Perempuan,33.0,Sarjana (S1),Karyawan Swasta,Belum Menikah,0.0,3400000.0,2525000,315000.0,296000.0,182000.0,232000.0,8000.0,394000.0,84000.0,104000.0,0.0,146000.0,77000.0,69000.0,0.0,875000.0,25.7,56.9
1140,Sumatera Utara,Perkotaan,Perempuan,36.0,SMA/SMK,PNS/ASN,Belum Menikah,0.0,,6214000,481000.0,589000.0,251000.0,522000.0,88000.0,955000.0,286000.0,458000.0,0.0,726000.0,279000.0,390000.0,0.0,1286000.0,17.1,59.9
993,Jawa Timur,Perkotaan,Laki-laki,37.0,SMA/SMK,Karyawan Swasta,Menikah,2.0,3700000.0,2479000,259000.0,316000.0,141000.0,,38000.0,363000.0,93000.0,138000.0,150000.0,225000.0,82000.0,,0.0,1221000.0,33.0,54.0
700,Kalimantan Timur,Perkotaan,Laki-laki,32.0,Sarjana (S1),Wiraswasta,Belum Menikah,0.0,15900000.0,14096000,1001000.0,1344000.0,501000.0,631000.0,226000.0,2437000.0,869000.0,1185000.0,0.0,1713000.0,956000.0,625000.0,2681000.0,1804000.0,11.3,78.4
1878,Banten,Perkotaan,Laki-laki,23.0,Diploma,Karyawan Swasta,Menikah,2.0,10400000.0,7550000,655000.0,836000.0,407000.0,539000.0,331000.0,1482000.0,304000.0,452000.0,446000.0,887000.0,317000.0,206000.0,0.0,2850000.0,27.4,50.2
607,DI Yogyakarta,Perdesaan,Perempuan,25.0,SMP,Karyawan Swasta,Menikah,3.0,2050000.0,1521000,215000.0,224000.0,119000.0,137000.0,18000.0,253000.0,,78000.0,84000.0,,69000.0,39000.0,,,25.8,35.0
181,DKI Jakarta,Perdesaan,Perempuan,21.0,SMA/SMK,Wiraswasta,Menikah,1.0,9950000.0,8623000,732000.0,675000.0,451000.0,510000.0,203000.0,1897000.0,549000.0,705000.0,493000.0,1127000.0,343000.0,481000.0,1349000.0,1327000.0,13.3,59.3
302,Banten,Perdesaan,Perempuan,41.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,1.0,1000000.0,658000,94000.0,120000.0,52000.0,101000.0,1000.0,74000.0,18000.0,24000.0,17000.0,57000.0,18000.0,28000.0,0.0,342000.0,34.2,68.7
497,Jawa Barat,Perkotaan,Laki-laki,43.0,Diploma,Buruh/Pekerja Harian,Menikah,2.0,3600000.0,3210000,270000.0,311000.0,192000.0,212000.0,54000.0,410000.0,114000.0,125000.0,111000.0,333000.0,184000.0,113000.0,154000.0,390000.0,10.8,52.0
1923,Jawa Timur,Perkotaan,Laki-laki,46.0,Tidak Sekolah,Wiraswasta,Menikah,1.0,4100000.0,3535000,347000.0,381000.0,218000.0,355000.0,56000.0,596000.0,182000.0,161000.0,246000.0,273000.0,141000.0,113000.0,684000.0,565000.0,13.8,66.6
1939,Sumatera Utara,Perkotaan,Perempuan,28.0,SMP,Wiraswasta,Cerai/Janda/Duda,1.0,5250000.0,4476000,521000.0,637000.0,260000.0,333000.0,171000.0,572000.0,185000.0,246000.0,312000.0,453000.0,156000.0,258000.0,,774000.0,14.7,48.0
1883,Nusa Tenggara Barat,Perkotaan,Laki-laki,17.0,SMA/SMK,Pelajar/Mahasiswa,Menikah,1.0,3000000.0,1950000,198000.0,219000.0,129000.0,151000.0,74000.0,279000.0,109000.0,92000.0,151000.0,184000.0,,92000.0,159000.0,1050000.0,35.0,
1334,Banten,Perkotaan,Perempuan,17.0,Diploma,PNS/ASN,Menikah,3.0,,8144000,528000.0,,321000.0,376000.0,,1697000.0,571000.0,301000.0,,848000.0,452000.0,492000.0,,2556000.0,23.9,59.8
1857,Bali,Perdesaan,Perempuan,36.0,SMP,Pelajar/Mahasiswa,Menikah,2.0,,593000,105000.0,115000.0,48000.0,61000.0,42000.0,42000.0,18000.0,18000.0,21000.0,35000.0,14000.0,11000.0,0.0,257000.0,30.3,58.7
518,Jawa Timur,Perkotaan,Laki-laki,36.0,SMP,Pelajar/Mahasiswa,Menikah,1.0,,874000,144000.0,159000.0,77000.0,118000.0,57000.0,124000.0,28000.0,26000.0,,43000.0,30000.0,24000.0,0.0,,20.5,33.8
1397,Jawa Timur,Perkotaan,Laki-laki,31.0,Tidak Sekolah,Wiraswasta,Cerai/Janda/Duda,0.0,2000000.0,1751000,215000.0,245000.0,96000.0,230000.0,62000.0,192000.0,75000.0,83000.0,0.0,105000.0,72000.0,39000.0,47000.0,249000.0,12.4,32.0
1070,Jawa Timur,Perdesaan,Laki-laki,26.0,Sarjana (S1),Wiraswasta,Belum Menikah,0.0,4550000.0,3227000,423000.0,401000.0,203000.0,217000.0,151000.0,575000.0,108000.0,208000.0,0.0,238000.0,153000.0,158000.0,,1323000.0,29.1,46.8
477,Jawa Timur,Perdesaan,Laki-laki,27.0,SMA/SMK,Karyawan Swasta,Menikah,4.0,2050000.0,1450000,167000.0,234000.0,109000.0,192000.0,27000.0,271000.0,43000.0,42000.0,105000.0,150000.0,42000.0,29000.0,,600000.0,29.3,50.7
158,Jawa Barat,Perdesaan,Laki-laki,49.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,3450000.0,3049000,297000.0,385000.0,194000.0,274000.0,66000.0,437000.0,137000.0,192000.0,0.0,211000.0,170000.0,137000.0,384000.0,401000.0,11.6,66.1
1244,Jawa Barat,Perdesaan,Laki-laki,44.0,Pascasarjana (S2/S3),Karyawan Swasta,Belum Menikah,0.0,7050000.0,5372000,626000.0,660000.0,281000.0,570000.0,75000.0,783000.0,270000.0,252000.0,0.0,371000.0,174000.0,,581000.0,1678000.0,23.8,58.9
1196,Jawa Timur,Perkotaan,Laki-laki,31.0,Sarjana (S1),Buruh/Pekerja Harian,Cerai/Janda/Duda,1.0,3350000.0,2382000,226000.0,243000.0,140000.0,186000.0,35000.0,397000.0,114000.0,88000.0,178000.0,,94000.0,63000.0,123000.0,968000.0,28.9,77.1
17,DI Yogyakarta,Perdesaan,Perempuan,26.0,SMA/SMK,PNS/ASN,Menikah,2.0,2800000.0,1928000,248000.0,280000.0,97000.0,,75000.0,217000.0,94000.0,103000.0,60000.0,112000.0,102000.0,58000.0,0.0,872000.0,31.1,44.1
1536,Banten,Perkotaan,Perempuan,54.0,SMA/SMK,Buruh/Pekerja Harian,Belum Menikah,0.0,3650000.0,3114000,283000.0,370000.0,221000.0,375000.0,143000.0,589000.0,154000.0,208000.0,0.0,313000.0,178000.0,58000.0,406000.0,536000.0,14.7,
1073,Jawa Barat,Perdesaan,Perempuan,17.0,Diploma,Karyawan Swasta,Belum Menikah,0.0,1800000.0,1358000,135000.0,196000.0,105000.0,149000.0,6000.0,187000.0,60000.0,38000.0,0.0,74000.0,48000.0,31000.0,,442000.0,24.5,69.8
1314,DI Yogyakarta,Perkotaan,Laki-laki,44.0,SMA/SMK,PNS/ASN,Menikah,3.0,7700000.0,6111000,473000.0,701000.0,294000.0,,178000.0,1134000.0,320000.0,373000.0,233000.0,456000.0,312000.0,224000.0,192000.0,1589000.0,20.6,59.0
547,DKI Jakarta,Perkotaan,Perempuan,53.0,SMA/SMK,Karyawan Swasta,Menikah,2.0,4800000.0,3646000,497000.0,545000.0,295000.0,378000.0,95000.0,620000.0,,233000.0,163000.0,356000.0,120000.0,135000.0,0.0,,24.0,64.4
1540,Sumatera Utara,Perkotaan,Laki-laki,37.0,Diploma,Buruh/Pekerja Harian,Belum Menikah,0.0,3300000.0,2726000,232000.0,287000.0,174000.0,300000.0,32000.0,573000.0,105000.0,98000.0,0.0,179000.0,105000.0,96000.0,160000.0,574000.0,17.4,76.1
659,Jawa Barat,Perkotaan,Perempuan,39.0,SD,Wiraswasta,Cerai/Janda/Duda,3.0,4850000.0,3366000,305000.0,469000.0,239000.0,334000.0,,616000.0,165000.0,214000.0,235000.0,304000.0,,,0.0,1484000.0,30.6,55.8
1841,Jawa Timur,Perkotaan,Perempuan,39.0,Pascasarjana (S2/S3),Buruh/Pekerja Harian,Belum Menikah,0.0,6750000.0,6034000,579000.0,567000.0,311000.0,416000.0,29000.0,1353000.0,393000.0,347000.0,0.0,414000.0,369000.0,258000.0,0.0,716000.0,10.6,65.0
1020,DI Yogyakarta,Perdesaan,Perempuan,33.0,SMP,PNS/ASN,Cerai/Janda/Duda,0.0,1000000.0,884000,138000.0,186000.0,85000.0,113000.0,19000.0,83000.0,17000.0,32000.0,0.0,,16000.0,16000.0,0.0,116000.0,11.6,54.9
1884,DKI Jakarta,Perdesaan,Laki-laki,35.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,3750000.0,2985000,217000.0,370000.0,,211000.0,34000.0,412000.0,182000.0,174000.0,,307000.0,181000.0,179000.0,580000.0,765000.0,20.4,46.4
1505,Jawa Barat,Perkotaan,Perempuan,22.0,Sarjana (S1),Wiraswasta,Belum Menikah,0.0,4550000.0,3732000,,478000.0,166000.0,297000.0,134000.0,735000.0,,117000.0,0.0,364000.0,171000.0,90000.0,887000.0,818000.0,18.0,59.9
960,Nusa Tenggara Barat,Perdesaan,Perempuan,29.0,SMA/SMK,PNS/ASN,Menikah,3.0,3850000.0,2629000,275000.0,297000.0,140000.0,164000.0,49000.0,500000.0,120000.0,79000.0,151000.0,201000.0,115000.0,91000.0,32000.0,1221000.0,31.7,59.1
1730,Jawa Barat,Perdesaan,Perempuan,18.0,Diploma,PNS/ASN,Menikah,3.0,7400000.0,6045000,471000.0,420000.0,206000.0,368000.0,134000.0,944000.0,414000.0,234000.0,600000.0,454000.0,255000.0,380000.0,1454000.0,1355000.0,18.3,77.1
284,DKI Jakarta,Perkotaan,Laki-laki,32.0,SMA/SMK,Wiraswasta,Menikah,2.0,18250000.0,12453000,1217000.0,1338000.0,499000.0,1203000.0,497000.0,1716000.0,693000.0,839000.0,1082000.0,968000.0,728000.0,401000.0,184000.0,5797000.0,,54.5
1633,Sumatera Utara,Perkotaan,Perempuan,38.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,3.0,1600000.0,1260000,180000.0,213000.0,122000.0,197000.0,20000.0,136000.0,56000.0,38000.0,82000.0,94000.0,30000.0,30000.0,0.0,340000.0,21.2,51.8
798,DKI Jakarta,Perdesaan,Perempuan,41.0,Sarjana (S1),Wiraswasta,Belum Menikah,0.0,4600000.0,3516000,353000.0,341000.0,168000.0,202000.0,119000.0,649000.0,116000.0,258000.0,0.0,224000.0,174000.0,185000.0,32000.0,1084000.0,23.6,
1842,DI Yogyakarta,Perkotaan,Laki-laki,30.0,Sarjana (S1),Pelajar/Mahasiswa,Belum Menikah,0.0,2450000.0,1697000,186000.0,275000.0,141000.0,220000.0,,277000.0,66000.0,78000.0,0.0,147000.0,78000.0,33000.0,0.0,753000.0,30.7,52.7
226,DKI Jakarta,Perkotaan,Perempuan,23.0,SD,Buruh/Pekerja Harian,Belum Menikah,0.0,1950000.0,1324000,141000.0,238000.0,,,84000.0,,40000.0,60000.0,0.0,123000.0,60000.0,41000.0,53000.0,626000.0,32.1,65.3
27,Jawa Barat,Perkotaan,Perempuan,36.0,SMA/SMK,Karyawan Swasta,Menikah,1.0,6550000.0,5010000,,410000.0,163000.0,361000.0,52000.0,1009000.0,203000.0,294000.0,363000.0,370000.0,235000.0,138000.0,0.0,1540000.0,23.5,50.5
1732,DKI Jakarta,Perdesaan,Perempuan,17.0,SD,Wiraswasta,,2.0,6250000.0,4741000,390000.0,462000.0,149000.0,,58000.0,965000.0,255000.0,314000.0,379000.0,412000.0,204000.0,183000.0,0.0,1459000.0,23.5,36.9
1800,Banten,Perkotaan,Laki-laki,56.0,Sarjana (S1),Pelajar/Mahasiswa,Menikah,2.0,2000000.0,1571000,248000.0,272000.0,,135000.0,78000.0,243000.0,52000.0,43000.0,104000.0,91000.0,49000.0,25000.0,0.0,429000.0,21.5,53.9
438,Jawa Tengah,Perkotaan,Laki-laki,25.0,SMA/SMK,Buruh/Pekerja Harian,Cerai/Janda/Duda,1.0,,3033000,350000.0,472000.0,213000.0,239000.0,108000.0,365000.0,121000.0,139000.0,220000.0,234000.0,102000.0,74000.0,144000.0,1167000.0,27.8,49.9
495,Jawa Tengah,Perkotaan,Perempuan,37.0,SD,Buruh/Pekerja Harian,Menikah,2.0,1950000.0,1539000,236000.0,270000.0,125000.0,145000.0,84000.0,238000.0,,59000.0,53000.0,123000.0,60000.0,28000.0,71000.0,411000.0,21.1,42.2
1389,Nusa Tenggara Barat,Perkotaan,Laki-laki,29.0,SMP,Karyawan Swasta,Menikah,1.0,3850000.0,2535000,286000.0,288000.0,,240000.0,86000.0,490000.0,,163000.0,147000.0,168000.0,140000.0,,722000.0,1315000.0,34.2,43.1
230,Jawa Barat,Perkotaan,Perempuan,50.0,Sarjana (S1),PNS/ASN,Belum Menikah,0.0,10650000.0,8325000,582000.0,826000.0,340000.0,791000.0,152000.0,1551000.0,445000.0,649000.0,0.0,,412000.0,,1049000.0,2325000.0,21.8,79.7
38,DI Yogyakarta,Perdesaan,Perempuan,66.0,SMP,Karyawan Swasta,Belum Menikah,0.0,1450000.0,1176000,171000.0,240000.0,80000.0,118000.0,64000.0,121000.0,37000.0,36000.0,0.0,55000.0,40000.0,38000.0,79000.0,274000.0,18.9,41.1
1694,DKI Jakarta,Perkotaan,Perempuan,24.0,SD,PNS/ASN,Belum Menikah,0.0,4700000.0,3155000,401000.0,447000.0,189000.0,396000.0,,417000.0,99000.0,134000.0,0.0,346000.0,101000.0,154000.0,,1545000.0,,43.0
